0000000001;2019-01-07;13:00;15:00;1|
0000000001;2019-01-08;11:00;13:00;1|
0000000001;2019-01-08;13:00;15:00;1|
0000000001;2019-01-08;15:00;16:00;1|
0000000001;2019-01-08;16:00;18:00;1|
0000000001;2019-01-09;14:00;16:00;1|
0000000001;2019-01-10;13:00;15:00;1|
0000000001;2019-01-10;15:00;16:00;1|
0000000001;2019-01-10;16:00;18:00;1|
0000000001;2019-01-11;13:00;15:00;1|
0000000002;2019-01-07;08:00;10:00;1|
0000000002;2019-01-07;10:00;12:00;1|
0000000002;2019-01-07;12:00;13:00;1|
0000000002;2019-01-08;09:00;11:00;1|
0000000002;2019-01-08;13:00;15:00;1|
0000000002;2019-01-08;15:00;17:00;1|
0000000002;2019-01-08;17:00;18:00;1|
0000000002;2019-01-09;08:00;10:00;1|
0000000002;2019-01-09;10:00;12:00;1|
0000000002;2019-01-09;12:00;13:00;1|
0000000002;2019-01-10;08:00;10:00;1|
0000000002;2019-01-10;13:00;15:00;1|
0000000002;2019-01-10;15:00;16:00;1|
0000000002;2019-01-11;10:00;12:00;1|
0000000002;2019-01-11;12:00;13:00;1|
0000000002;2019-01-11;16:00;18:00;1|
0000000003;2019-01-07;08:00;10:00;1|
0000000003;2019-01-08;08:00;10:00;1|
0000000003;2019-01-08;10:00;12:00;1|
0000000003;2019-01-08;12:00;13:00;1|
0000000003;2019-01-08;17:00;19:00;1|
0000000003;2019-01-09;08:00;10:00;1|
0000000003;2019-01-10;08:00;10:00;1|
0000000003;2019-01-10;10:00;12:00;1|
0000000003;2019-01-10;12:00;13:00;1|
0000000003;2019-01-11;11:00;13:00;1|
0000000004;2019-01-07;13:00;15:00;1|
0000000004;2019-01-07;15:00;16:00;1|
0000000004;2019-01-07;16:00;18:00;1|
0000000004;2019-01-08;09:00;11:00;1|
0000000004;2019-01-08;13:00;15:00;1|
0000000004;2019-01-08;15:00;17:00;1|
0000000004;2019-01-08;17:00;18:00;1|
0000000004;2019-01-09;14:00;16:00;1|
0000000004;2019-01-09;16:00;18:00;1|
0000000004;2019-01-10;12:00;13:00;1|
0000000004;2019-01-10;13:00;15:00;1|
0000000004;2019-01-10;15:00;16:00;1|
0000000004;2019-01-10;16:00;18:00;1|
0000000004;2019-01-11;13:00;15:00;1|
0000000004;2019-01-11;15:00;16:00;1|
0000000004;2019-01-11;16:00;18:00;1|
0000000005;2019-01-07;11:00;13:00;1|
0000000005;2019-01-07;17:00;20:00;1|
0000000005;2019-01-08;10:00;12:00;1|
0000000005;2019-01-08;12:00;13:00;1|
0000000005;2019-01-08;13:00;15:00;1|
0000000005;2019-01-08;17:00;20:00;1|
0000000005;2019-01-09;10:00;12:00;1|
0000000005;2019-01-09;17:00;20:00;1|
0000000005;2019-01-10;08:00;10:00;1|
0000000005;2019-01-10;16:00;17:00;1|
0000000005;2019-01-10;17:00;20:00;1|
0000000005;2019-01-11;11:00;13:00;1|
0000000006;2019-01-07;11:00;13:00;1|
0000000006;2019-01-07;17:00;20:00;1|
0000000006;2019-01-08;10:00;12:00;1|
0000000006;2019-01-08;12:00;13:00;1|
0000000006;2019-01-08;13:00;15:00;1|
0000000006;2019-01-08;17:00;20:00;1|
0000000006;2019-01-09;10:00;12:00;1|
0000000006;2019-01-09;17:00;20:00;1|
0000000006;2019-01-10;08:00;10:00;1|
0000000006;2019-01-10;16:00;17:00;1|
0000000006;2019-01-10;17:00;20:00;1|
0000000006;2019-01-11;11:00;13:00;1|
0000000007;2019-01-07;11:00;13:00;1|
0000000007;2019-01-07;13:00;15:00;1|
0000000007;2019-01-08;08:00;11:00;1|
0000000007;2019-01-08;11:00;13:00;1|
0000000007;2019-01-08;13:00;15:00;1|
0000000007;2019-01-08;15:00;16:00;1|
0000000007;2019-01-08;16:00;18:00;1|
0000000007;2019-01-08;19:00;21:00;1|
0000000007;2019-01-09;08:00;10:00;1|
0000000007;2019-01-09;10:00;12:00;1|
0000000007;2019-01-09;12:00;13:00;1|
0000000007;2019-01-09;14:00;16:00;1|
0000000007;2019-01-10;08:00;10:00;1|
0000000007;2019-01-10;10:00;12:00;1|
0000000007;2019-01-10;13:00;14:00;1|
0000000007;2019-01-10;14:00;16:00;1|
0000000007;2019-01-10;16:00;18:00;1|
0000000007;2019-01-11;08:00;09:00;1|
0000000007;2019-01-11;09:00;10:00;1|
0000000007;2019-01-11;13:00;15:00;1|
0000000008;2019-01-07;11:00;13:00;1|
0000000008;2019-01-07;17:00;20:00;1|
0000000008;2019-01-08;09:00;11:00;1|
0000000008;2019-01-08;13:00;15:00;1|
0000000008;2019-01-08;15:00;16:00;1|
0000000008;2019-01-08;17:00;20:00;1|
0000000008;2019-01-09;10:00;12:00;1|
0000000008;2019-01-09;17:00;20:00;1|
0000000008;2019-01-10;11:00;13:00;1|
0000000008;2019-01-10;16:00;17:00;1|
0000000008;2019-01-10;17:00;20:00;1|
0000000008;2019-01-11;12:00;13:00;1|
0000000008;2019-01-11;13:00;15:00;1|
0000000009;2019-01-07;13:00;15:00;1|
0000000009;2019-01-07;15:00;16:00;1|
0000000009;2019-01-08;08:00;10:00;1|
0000000009;2019-01-08;10:00;12:00;1|
0000000009;2019-01-08;12:00;13:00;1|
0000000009;2019-01-08;13:00;14:00;1|
0000000009;2019-01-09;14:00;16:00;1|
0000000009;2019-01-10;10:00;12:00;1|
0000000009;2019-01-10;12:00;13:00;1|
0000000009;2019-01-11;11:00;13:00;1|
0000000009;2019-01-11;13:00;15:00;1|
0000000009;2019-01-11;15:00;16:00;1|
0000000010;2019-01-07;13:00;15:00;1|
0000000010;2019-01-07;15:00;17:00;1|
0000000010;2019-01-07;17:00;18:00;1|
0000000010;2019-01-08;09:00;11:00;1|
0000000010;2019-01-08;13:00;15:00;1|
0000000010;2019-01-08;15:00;16:00;1|
0000000010;2019-01-08;16:00;18:00;1|
0000000010;2019-01-09;14:00;16:00;1|
0000000010;2019-01-09;16:00;18:00;1|
0000000010;2019-01-10;13:00;15:00;1|
0000000010;2019-01-10;15:00;16:00;1|
0000000010;2019-01-10;16:00;18:00;1|
0000000010;2019-01-11;12:00;13:00;1|
0000000010;2019-01-11;13:00;15:00;1|
0000000010;2019-01-11;15:00;17:00;1|
0000000010;2019-01-11;17:00;18:00;1|
0000000011;2019-01-07;08:00;10:00;1|
0000000011;2019-01-07;10:00;11:00;1|
0000000011;2019-01-07;11:00;13:00;1|
0000000011;2019-01-08;08:00;10:00;1|
0000000011;2019-01-08;10:00;12:00;1|
0000000011;2019-01-08;12:00;13:00;1|
0000000011;2019-01-08;19:00;21:00;1|
0000000011;2019-01-09;08:00;10:00;1|
0000000011;2019-01-09;10:00;12:00;1|
0000000011;2019-01-09;13:00;14:00;1|
0000000011;2019-01-10;08:00;10:00;1|
0000000011;2019-01-10;10:00;12:00;1|
0000000011;2019-01-10;12:00;13:00;1|
0000000011;2019-01-11;08:00;10:00;1|
0000000011;2019-01-11;10:00;11:00;1|
0000000011;2019-01-11;11:00;13:00;1|
0000000012;2019-01-07;08:00;10:00;1|
0000000012;2019-01-07;10:00;11:00;1|
0000000012;2019-01-07;11:00;13:00;1|
0000000012;2019-01-08;08:00;10:00;1|
0000000012;2019-01-08;10:00;12:00;1|
0000000012;2019-01-08;12:00;13:00;1|
0000000012;2019-01-08;13:00;15:00;1|
0000000012;2019-01-09;08:00;10:00;1|
0000000012;2019-01-09;10:00;12:00;1|
0000000012;2019-01-09;13:00;14:00;1|
0000000012;2019-01-10;08:00;10:00;1|
0000000012;2019-01-10;10:00;11:00;1|
0000000012;2019-01-10;11:00;13:00;1|
0000000012;2019-01-11;08:00;10:00;1|
0000000012;2019-01-11;10:00;11:00;1|
0000000012;2019-01-11;11:00;13:00;1|
0000000013;2019-01-07;08:00;10:00;1|
0000000013;2019-01-07;10:00;12:00;1|
0000000013;2019-01-07;12:00;13:00;1|
0000000013;2019-01-08;08:00;10:00;1|
0000000013;2019-01-08;10:00;11:00;1|
0000000013;2019-01-08;11:00;13:00;1|
0000000013;2019-01-08;19:00;21:00;1|
0000000013;2019-01-09;08:00;10:00;1|
0000000013;2019-01-09;10:00;12:00;1|
0000000013;2019-01-10;08:00;10:00;1|
0000000013;2019-01-10;10:00;12:00;1|
0000000013;2019-01-10;12:00;13:00;1|
